Text	Category
Vefat sonrası defin sürecinin planlanması. Başvurumuz belediye mezarlığı veya cenaze aracıyla ilgili işlemde görülen vefat sonrası defin sürecinin planlanması hakkındadır. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Defin ve Mezarlık İşlemleri
Vatandaşlar çocuk, genç ve yetişkinlerin katıldığı programda spor tesisine kayıt yapılamaması konusunda destek talep ediyor. Sorun yaklaşık üç gündür devam ediyor. Kontenjan, mekân veya duyuru eksikliği katılımı azaltıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Program, kayıt ve kullanım koşullarının düzenlenmesini istiyoruz.	Spor Hizmetleri
Vatandaşlar yerleşim alanının ana bağlantı noktasında yoğun kar nedeniyle yolun kapanması konusunda destek talep ediyor. Ulaşım aksadığı için vatandaşlar alternatif ve daha uzun yolları kullanmak zorunda kalıyor. Geçici müdahale yerine kalıcı teknik çözüm uygulanmasını talep ediyoruz.	Kar ve Buzlanma
Erciş tarafında sağlık ve çevre açısından hassas bir noktada geri dönüşüm konteynerinin kırılması. Erciş tarafında sağlık ve çevre açısından hassas bir noktada geri dönüşüm konteynerinin kırılması konusu çözüm bekliyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Geri Dönüşüm
Vatandaşın hesap ve tahakkuk bilgilerinde ödeme emrine itiraz edilmesi nedeniyle mağduriyet yaşanıyor. Sorun belirli vergi oranı veya ödeme ekranı değil, oluşmuş borç ve tahsilat kaydının genel durumudur. Tutarın hangi döneme ait olduğu anlaşılamadığı için itiraz süresi riske giriyor. Tutar, dönem ve ödeme durumunun açıkça bildirilmesini talep ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Borç ve Tahsilat
Durak çatısı su geçiriyor. Okul ve hastane güzergâhındaki durakta yağışlı havada bekleme alanı kullanılamıyor. Durağın tabela ve donanımlarının yenilenmesini talep ediyoruz. Bekleme alanı güvenli ve kullanışlı değil.	Otobüs Durağı
Özalp tarafında taşınmaz veya işleme ilişkin belediye kayıtlarında eski binanın yenilenmesi için başvuru yapılması. Özalp tarafında taşınmaz veya işleme ilişkin belediye kayıtlarında eski binanın yenilenmesi için başvuru yapılması konusu çözüm bekliyor. Belge ve kayıt belirsizliği nedeniyle vatandaş zaman ve hak kaybı yaşayabileceğini düşünüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kentsel Dönüşüm
Çocukların ve ailelerin sık kullandığı açık alanda hafriyat toprağının izinsiz bırakılması nedeniyle mağduriyet yaşanıyor. Birikinti günlük evsel çöp değil, beton, tuğla, toprak ve inşaat molozundan oluşmaktadır. Koku, görüntü, hijyen veya sağlık açısından ciddi rahatsızlık oluşuyor. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Hafriyat Atığı
Çaldıran tarafında ödeme sonrasında oluşan kayıt uyuşmazlığında fazla ödemenin iadesinin istenmesi konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Yanlış veya belirsiz kayıt nedeniyle vatandaş maddi mağduriyet yaşıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Hatalı kayıt varsa düzeltilmesini ve vatandaşa resmi geri dönüş yapılmasını rica ediyoruz.	İade İşlemleri
Hasta yakını bakım desteği istiyor. Ağır bakım ihtiyacı bulunan kişinin ailesi yardım talep ediyor. Düzenli bakım hizmeti kapsamında bu nedenle sorun daha belirgin hâle geliyor. Hasta ve bakım veren aile ciddi güçlük yaşıyor. Hizmetin düzenli biçimde sağlanmasını rica ediyoruz.	Evde Bakım
Edremit ilçesinde başvuru sahibinin resmi dosyasında eski binanın yenilenmesi için başvuru yapılması. Son günlerde sorun belirgin biçimde arttı. Belge ve kayıt belirsizliği nedeniyle vatandaş zaman ve hak kaybı yaşayabileceğini düşünüyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	Kentsel Dönüşüm
Erciş tarafında belediye sağlık hizmeti alınması gereken durumda mobil sağlık hizmeti istenmesi konusu çözüm bekliyor. Hizmete erişilemediği için tedavi, bakım veya koruyucu sağlık süreci aksıyor. Gerekli ekip, araç veya randevu desteğinin sağlanmasını talep ediyoruz.	Sağlık Hizmetleri
Okul servisi güvenli kullanılmıyor. Öğrenci servisinde emniyet kemeri ve rehber personel kurallarına uyulmuyor. Taksi ve minibüslerin yoğun kullandığı bölgede bu nedenle sorun daha belirgin hâle geliyor. Ücret, güzergâh ve çalışma düzeni konusunda sorun yaşanıyor. Durak, güzergâh ve ücret uygulamasının kontrol edilmesini talep ediyoruz.	Ticari Taşımacılık
Gevaş ilçesinde çocuk, genç ve yetişkinlerin katıldığı programda gençlere güvenli alan bulunmaması. Gevaş ilçesinde çocuk, genç ve yetişkinlerin katıldığı programda gençlere güvenli alan bulunmaması. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Gençlik Hizmetleri
Başvurumuz birden fazla sokağı veya haneyi etkileyen ihtiyaçta görülen mahalle sorunları için toplantı talebi hakkındadır. Sorun yaklaşık üç gündür devam ediyor. Mahalle ölçeğindeki ihtiyaçlar tek tek ele alındığı için kalıcı çözüm oluşmuyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Muhtarlık ve ilgili belediye birimi arasında koordinasyon kurulmasını istiyoruz.	Muhtar İletişimi
Yalnız yaşayan yaşlı için sosyal destek. Aile ve bakım verenlerin başvurusunda günlük ihtiyaçlarını karşılamakta zorlanan yaşlı vatandaş yardım bekliyor. Uygun destek ve yönlendirmenin sağlanmasını istiyorum. Talep tıbbi evde bakım değil, sosyal destek ve yaşam kolaylaştırma hizmetidir.	Engelli ve Yaşlı Desteği
Edremit tarafında resmi işlem tamamlanmadan önce ruhsat yenilemede evrak sorunu yaşanması konusu çözüm bekliyor. Yaklaşık bir aydır aynı problem yaşanıyor. Belge ve kayıt belirsizliği nedeniyle vatandaş zaman ve hak kaybı yaşayabileceğini düşünüyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	Yapı Ruhsatı ve İskân
Başvurumuz muhtar ve mahalle sakinlerinin ortak başvurusunda görülen muhtar bilgilendirme grubuna erişilememesi hakkındadır. Muhtarlık binası veya yeni yatırım değil, muhtar ile belediye arasındaki iletişim ve koordinasyon sorunudur. Muhtar vatandaşlara güncel bilgi veremiyor ve hizmet takibi aksıyor. Resmi başvuruya geri dönüş yapılmasını ve çalışma planının paylaşılmasını rica ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Muhtar İletişimi
Edremit ilçesinde evden çıkmakta zorlanan hasta veya yaşlı kişide sağlık merkezinden randevu alınamaması. Yaklaşık bir aydır aynı problem yaşanıyor. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Gerekli ekip, araç veya randevu desteğinin sağlanmasını talep ediyoruz.	Sağlık Hizmetleri
Başkale ilçesinde günlük ulaşımın sağlandığı kamusal alanda yüzey suyunun ev girişlerine yönelmesi. Bu durum iki haftadır sonuçlanmadı. Ulaşım aksadığı için vatandaşlar alternatif ve daha uzun yolları kullanmak zorunda kalıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Geçici müdahale yerine kalıcı teknik çözüm uygulanmasını talep ediyoruz.	Yağmur Suyu ve Drenaj
Gürpınar tarafında belediye sağlık hizmeti alınması gereken durumda bakım veren aileye yönlendirme konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Vatandaş hangi hizmetten yararlanacağını bilemediği için mağduriyet yaşıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Sağlık ihtiyacının değerlendirilerek uygun hizmetin planlanmasını istiyoruz.	Evde Bakım
Başkale ilçesinde toplu taşıma kullanıcılarının yoğun olduğu noktada indirimli kart başvurusunun sonuçlanmaması. Vatandaşlar uzun süre bekliyor, aktarma yapmak zorunda kalıyor veya yolculuğunu tamamlayamıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Ulaşım Kartı
Başvurumuz belediye tesisindeki internet kullanımında görülen şifre yenileme sorunu yaşanması hakkındadır. İnternet bağlantısı tamamen kesik değildir; belediye uygulaması veya e-hizmet ekranında yazılımsal sorun vardır. Ödeme, sorgulama veya belge işlemi yarıda kalıyor. Sorunun kaynağı ve çözüm durumu hakkında kullanıcıya bilgi verilmesini rica ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Dijital Hizmet ve Uygulama Sorunları
Vatandaşlar taşınmazın mülkiyet, kullanım veya sözleşme sürecinde boş belediye mülkünün bakım sorunu konusunda destek talep ediyor. Farklı kayıtlar birbiriyle uyuşmadığı için hukuki endişe oluşuyor. Mülkiyet, kullanım, bedel veya sözleşme durumunun resmi olarak açıklanmasını talep ediyoruz.	Belediye Taşınmazları
Vatandaşlar konutların ve ortak kullanım alanlarının bulunduğu bölgede pazar sonrası atıkların kaldırılmaması konusunda destek talep ediyor. Son günlerde sorun belirgin biçimde arttı. Çocuklar, hayvanlar ve çevrede yaşayanlar olumsuz etkileniyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Çöp ve Atık
Engelli birey için sosyal danışmanlık. Aile ve bakım verenlerin başvurusunda aile mevcut desteklerden nasıl yararlanacağını bilmiyor. Vatandaşın ihtiyacına yönelik sosyal destek planlanmasını rica ediyoruz. Talep tıbbi evde bakım değil, sosyal destek ve yaşam kolaylaştırma hizmetidir.	Engelli ve Yaşlı Desteği
Başvurumuz belediye hizmeti hakkında iletişim ihtiyacı doğduğunda görülen kent yaşamını iyileştirecek fikir sunulması hakkındadır. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Duyuru veya geri dönüş eksikliği katılım ve güveni azaltıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Bilgilendirme, duyuru veya koordinasyon eksikliğinin giderilmesini rica ediyoruz.	Öneri ve Görüş
Vatandaşlar online veya vezne üzerinden yapılan mali işlemde vergi mükellefiyetinin başlatılması konusunda destek talep ediyor. Sorun yaklaşık üç gündür devam ediyor. Yanlış veya belirsiz kayıt nedeniyle vatandaş maddi mağduriyet yaşıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Hatalı kayıt varsa düzeltilmesini ve vatandaşa resmi geri dönüş yapılmasını rica ediyoruz.	Vergi ve Harç
Vatandaşlar parsel, bina veya kullanım bedeliyle ilgili işlemde kamulaştırmasız el atma iddiası. Vatandaşlar parsel, bina veya kullanım bedeliyle ilgili işlemde kamulaştırmasız el atma iddiası konusunda destek talep ediyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kamulaştırma
Atık su dereye akıyor. Kanalizasyon hattından çıkan kirli su açık alana ulaşıyor. Yaya ve araç trafiğinin bulunduğu noktada bu nedenle sorun daha belirgin hâle geliyor. Bu sorun yağmur suyu mazgalından değil, kanalizasyon ve atık su hattından kaynaklanıyor. Atık su arızasının acilen giderilmesini istiyorum.	Kanalizasyon, Rögar ve Atık Su
Gürpınar ilçesinde sağlık hizmetine erişimi sınırlı vatandaşta belediye sağlık taramasının sorulması. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Hizmete erişilemediği için tedavi, bakım veya koruyucu sağlık süreci aksıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Sağlık ihtiyacının değerlendirilerek uygun hizmetin planlanmasını istiyoruz.	Sağlık Hizmetleri
Başvurumuz evden çıkmakta zorlanan hasta veya yaşlı kişide görülen sağlık merkezinden randevu alınamaması hakkındadır. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Gerekli ekip, araç veya randevu desteğinin sağlanmasını talep ediyoruz.	Sağlık Hizmetleri
Rögar kapağı kırıldı. Kanalizasyon kapağı parçalandığı için açık alan tehlike oluşturuyor. Ana cadde üzerindeki rögar hattında bu nedenle sorun daha belirgin hâle geliyor. Kötü koku, hijyen ve sağlık riski oluşuyor. Ekiplerin yerinde inceleme yaparak kapağı ve hattı güvenli hâle getirmesini rica ediyoruz.	Kanalizasyon, Rögar ve Atık Su
Vatandaşlar bakım bekleyen yeşil ve rekreasyon alanında dekoratif alanların yıpranması konusunda destek talep ediyor. Sorun yaklaşık üç gündür devam ediyor. Kırık veya bakımsız unsurlar yaralanma ve düşme riski oluşturuyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz.	Peyzaj ve Kent Estetiği
Çaldıran tarafında son ödeme ve itiraz süresi devam eden dosyada yapılandırma seçeneği istenmesi. Çaldıran tarafında son ödeme ve itiraz süresi devam eden dosyada yapılandırma seçeneği istenmesi konusu çözüm bekliyor. Yanlış veya belirsiz kayıt nedeniyle vatandaş maddi mağduriyet yaşıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Borç ve Tahsilat
Erciş ilçesinde aile için hassas ve zaman kritik olan başvuruda çeşmenin çalışmaması. Yaklaşık bir aydır aynı problem yaşanıyor. Süreç geciktiği için aile büyük bir belirsizlik ve mağduriyet yaşıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Mezarlık veya cenaze hizmetinin gecikmeden tamamlanmasını rica ediyoruz.	Mezarlık Bakım ve Temizliği
Tuşba ilçesinde belediyenin web sitesi, mobil uygulaması veya kamusal ağında online başvuru formunun gönderilememesi. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Vatandaş işlemini tamamlayamıyor ve başvurunun oluşup oluşmadığını göremiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Hesap, uygulama veya ağ bağlantısının kontrol edilmesini talep ediyoruz.	Dijital Hizmet ve Uygulama Sorunları
Gürpınar tarafında okul, hastane ve iş merkezlerine erişim sağlayan bölgede ulaşım kartına bakiye yüklenememesi konusu çözüm bekliyor. Öğrenci, yaşlı ve çalışanların günlük ulaşım planı aksıyor. Ulaşım düzeninin saha verileri dikkate alınarak yeniden değerlendirilmesini istiyoruz.	Ulaşım Kartı
Plan notları hakkında bilgi talebi. Taşınmazın yapılaşma koşulları incelenirken bölgeye ait özel yapılaşma şartları soruluyor. İmar durumu belgesinin hazırlanmasını talep ediyoruz. Bu aşama yapı ruhsatı başvurusu değil, ruhsattan önceki imar ve plan bilgisidir.	İmar Durumu
Ekonomik veya sosyal açıdan zor durumda olan hanede kalacak yeri olmayan kişi için barınma istenmesi nedeniyle mağduriyet yaşanıyor. Sorun yaklaşık üç gündür devam ediyor. Destek geciktikçe ekonomik ve psikososyal mağduriyet büyüyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Başvurunun gizlilik ve hassasiyet gözetilerek değerlendirilmesini rica ediyoruz.	Barınma Desteği
Başvurumuz küçük üreticilerin ortak kullandığı alanda görülen üretici kooperatifinin iş birliği istemesi hakkındadır. Sorun yaklaşık üç gündür devam ediyor. Üretim maliyeti artıyor ve ürün veya hayvan kaybı riski oluşuyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Üretim ihtiyacının yerinde değerlendirilmesini ve uygun destek sağlanmasını istiyoruz.	Üretici Desteği
